energy,mu,pre_edge,post_edge,bkg,norm,flat,k,chik,k3chik,kwin,r,chir_mag,chir_re,chir_im,rwin,q,chiq_mag,chiq_re,chiq_im
21686.477,-1.3413306312632,-1.3443279710491494,-0.8060900641178037,-1.3413306312632,0.006343297598195162,0.006343297598195162,0.0,0.25136195301072706,0.0,0.0,0.0,0.2786986935206716,0.2786986935206716,0.0,0.0,0.0,0.25069718703435095,0.2501749147547772,-0.016173794062503875
21686.776,-1.3412222009524,-1.3444385710738525,-0.8062554781550801,-1.3412222009524,0.006806833500144708,0.006806833500144708,0.05,0.21377705206745903,2.6722131508432385e-05,0.0,0.030679615757712823,0.26679929765059807,0.24335339227951983,-0.10936631882303881,0.0,0.05,0.266096870569227,0.2632693058629555,0.038688720800428816
21687.075,-1.34185698488515,-1.3445491710985538,-0.8064208787813953,-1.34185698488515,0.0056974983021384,0.0056974983021384,0.1,0.17811197483118205,0.0001781119748311821,0.0,0.06135923151542565,0.23393189681985083,0.1619232123797323,-0.1688342549436027,0.0,0.1,0.2810473742952406,0.2631229361870571,0.09876207293567167
21687.374,-1.3423869233289,-1.3446597711232569,-0.8065862659967351,-1.3423869233289,0.004810048571266778,0.004810048571266778,0.15000000000000002,0.14433217154843242,0.00048712107897595964,0.0,0.09203884727313846,0.18980240758647451,0.08769067686681037,-0.16833092145016867,0.0,0.15000000000000002,0.29546073966056946,0.24803592960570653,0.16054664837798324
21687.651,-1.34166029877915,-1.3447622333534985,-0.8067394722859902,-1.34166029877915,0.006564652505352244,0.006564652505352244,0.2,0.112403092465746,0.0008992247397259682,0.0,0.1227184630308513,0.1552800633934544,0.058219293137939394,-0.14395281169186624,0.0,0.2,0.30925411530185043,0.21729949169959026,0.2200432656052666
21687.95,-1.3414775481742,-1.3448728333782016,-0.8069048336661879,-1.3414775481742,0.007185473125433314,0.007185473125433314,0.25,0.08229018782965886,0.0012857841848384196,0.0,0.15339807878856412,0.1589560051388303,0.0644251378369207,-0.14531487599137816,0.0,0.25,0.3223489154161875,0.17133207868347408,0.2730460438900228
21688.249,-1.34203013976886,-1.344983433402903,-0.8070701816354315,-1.34203013976886,0.006250082324135253,0.006250082324135253,0.30000000000000004,0.05395890788670697,0.0014568905129410889,0.0,0.18407769454627693,0.20020174947382563,0.05946268026904768,-0.19116728315169793,0.0,0.30000000000000004,0.3346702758859077,0.11172719944585158,0.31546985032731173
21688.548,-1.34304796269521,-1.3450940334276043,-0.807235516193721,-1.34304796269521,0.00433011820127117,0.00433011820127117,0.35000000000000003,0.027374702883426465,0.00117369038612691,0.0,0.21475731030398976,0.2508489186000208,0.0005802830249430298,-0.2508482474214457,0.0,0.35000000000000003,0.346146719358486,0.04120479228359605,0.34368549055132974
21688.847,-1.34278196972004,-1.3452046334523073,-0.8074008373410422,-1.34278196972004,0.005127105410659515,0.005127105410659515,0.4,0.002506123845146869,0.00016039192608939965,0.0,0.2454369260617026,0.29012738732378907,-0.1108899320698702,-0.26809946631962456,0.0,0.4,0.3567099692195091,-0.036533750083163806,0.354834168655506
21689.146,-1.34235813136941,-1.3453152334770104,-0.8075661450774305,-1.34235813136941,0.006258142231551877,0.006258142231551877,0.45,-0.02002400228970125,-0.0018246872086490268,0.0,0.2761165418194154,0.3071330379225684,-0.22559037549606947,-0.20842189296493835,0.0,0.45,0.36629487142027917,-0.11703845779350788,0.34709354967517925
21689.445,-1.34248320315719,-1.3454258335017117,-0.8077314394028576,-1.34248320315719,0.00622751550701113,0.00622751550701113,0.5,-0.038185210663842895,-0.004773151332980362,0.0,0.30679615757712825,0.297264694245543,-0.28309241459623447,-0.09069169335154068,0.0,0.5,0.37483939591233995,-0.19541522383151375,0.3198710099755952
21689.744,-1.34293444350039,-1.345536433526413,-0.8078967203173022,-1.34293444350039,0.005506615285985059,0.005506615285985059,0.55,-0.05295906107593346,-0.008811063786508432,0.0,0.3374757733348411,0.2614842773079603,-0.2603431146558763,0.024402662365888235,0.0,0.55,0.38228469821363936,-0.26667876825690356,0.2739051387785086
21690.022,-1.34346891811532,-1.3456392656564047,-0.8080503808420545,-1.34346891811532,0.004593126347952702,0.004593126347952702,0.6000000000000001,-0.06915066642892075,-0.014936543948646889,0.0,0.36815538909255385,0.20798722476677284,-0.1914058462776334,0.08137866843913735,0.0,0.6000000000000001,0.3885752278101316,-0.32612619983676305,0.21126383847626967
