energy,mu,pre_edge,post_edge,bkg,norm,flat,k,chik,k3chik,kwin,r,chir_mag,chir_re,chir_im,rwin,q,chiq_mag,chiq_re,chiq_im
11330.156,1.51966324717986,1.5108737749886512,2.227071141953748,1.51966324717986,0.012955144208082693,0.012955144208082693,0.0,-0.8508404880396391,-0.0,0.0,0.0,1.320534655125231,-1.320534655125231,0.0,0.0,0.0,0.4787310768252851,0.4625914325090428,0.12325830798582608
11333.091,1.51708836237621,1.5084926986370206,2.2241713591830106,1.51708836237621,0.012669482408370939,0.012669482408370939,0.05,-0.8317808253862014,-0.00010397260317327519,0.0,0.030679615757712823,1.3018906372732093,-0.8493668762716867,0.9866585736272301,0.0,0.05,0.48855541835921285,0.4271044186525659,0.2372092164642833
11336.089,1.51280719541438,1.5060605122989674,2.221210430826014,1.51280719541438,0.009944198102569676,0.009944198102569676,0.1,-0.8106557311191377,-0.0008106557311191379,0.0,0.06135923151542565,1.2507148017805456,0.2036370371288311,1.234025717925822,0.0,0.1,0.4972349074160778,0.36254511744214823,0.3402992667813647
11339.167,1.50905045146405,1.5035634243908529,2.218171646673448,1.50905045146405,0.00808754217096463,0.00808754217096463,0.15000000000000002,-0.7871022656603314,-0.0026564701466036196,0.0,0.09203884727313846,1.1814317530145908,1.0341225021730638,0.5712894516183986,0.0,0.15000000000000002,0.5047223310063412,0.2724185595999697,0.42489146826213453
11342.185,1.50699314190918,1.5011150126602857,2.2151932342608447,1.50699314190918,0.008664002847559157,0.008664002847559157,0.2,-0.7607574894316652,-0.006086059915453323,0.0,0.1227184630308513,1.117571525556257,1.0130223575262882,-0.47196590754631923,0.0,0.2,0.5109738054176881,0.16227643936226627,0.4845209872141124
11345.193,1.50539908345279,1.4986747136259737,2.2122258100899197,1.50539908345279,0.009911309680462645,0.009911309680462645,0.25,-0.7312584628550223,-0.011425913482109723,0.0,0.15339807878856412,1.0869344253627389,0.17272907269001794,-1.0731221330707301,0.0,0.25,0.5159489348648857,0.03931815551376949,0.5144486233193798
11348.388,1.50409793738235,1.4960827071716434,2.209075132347758,1.50409793738235,0.011813958902395153,0.011813958902395153,0.30000000000000004,-0.6982422463522858,-0.018852540651511727,0.0,0.18407769454627693,1.1088689827659346,-0.8145829996409321,-0.7523595933038535,0.0,0.30000000000000004,0.5196109956443952,-0.08815743479960553,0.5120779759803314
11351.445,1.50292473283951,1.4936026559256703,2.2060617205319266,1.50292473283951,0.013740170980735747,0.013740170980735747,0.35000000000000003,-0.6613459003453386,-0.028355205477306397,0.0,0.21475731030398976,1.1805475963208103,-1.1534761981123707,0.25136683863842096,0.0,0.35000000000000003,0.5219271470932415,-0.21140321382993807,0.47719663458082306
11354.386,1.5001260929242,1.4912167119562856,2.2031637441260106,1.5001260929242,0.013131882408084074,0.013131882408084074,0.4,-0.6202064852560641,-0.03969321505638811,0.0,0.2454369260617026,1.277800610634701,-0.5428401146898937,1.1567622964212994,0.0,0.4,0.5228686725070872,-0.3219213870677426,0.4120173166721324
11357.519,1.49669619151248,1.4886750042187522,2.2000777516874894,1.49669619151248,0.011822739278271982,0.011822739278271982,0.45,-0.574448714243096,-0.05234663908540212,0.0,0.2761165418194154,1.3688416471988019,0.5812089012490756,1.2393238754315885,0.0,0.45,0.5224112552835973,-0.41214583526190723,0.3210129750076291
11360.441,1.49125035322111,1.4863044743722575,2.1972006860448907,1.49125035322111,0.007289922799537219,0.007289922799537219,0.5,-0.5229272545440379,-0.06536590681800473,0.0,0.30679615757712825,1.4262240697414783,1.3701407753995305,0.3960168591076885,0.0,0.5,0.5205352981142295,-0.4760483030817946,0.21055880346310304
11363.595,1.48522052046194,1.4837457299725862,2.194096371571221,1.48522052046194,0.002173750943247355,0.002173750943247355,0.55,-0.46342676499696606,-0.07710262802637025,0.0,0.3374757733348411,1.432798868188081,1.2134675004915443,-0.7618459305737939,0.0,0.55,0.5172262962904451,-0.5096139330958603,0.08841199448547303
11366.671,1.47859940200368,1.4812502646037213,2.191070011821272,1.47859940200368,-0.003907209274033447,-0.003907209274033447,0.6000000000000001,-0.39633575129073195,-0.08560852227879814,0.0,0.36815538909255385,1.3851143901218765,0.2172723772032961,-1.3679673197219027,0.0,0.6000000000000001,0.512475280439676,-0.5111433068494861,-0.03692469261478974
11369.75,1.4739666028646,1.478752365425981,2.1880418708498652,1.4739666028646,-0.007053921188845607,-0.007053921188845607,0.65,-0.3239649594843602,-0.08896887699839243,0.0,0.3988350048502667,1.2969635130789048,-0.8632861313177457,-0.9679108480291014,0.0,0.65,0.506279349706236,-0.4813539681978247,-0.15689849342545228
11372.74,1.4696369942025,1.4763266692449335,2.185102380428079,1.4696369942025,-0.009860171691153474,-0.009860171691153474,0.7000000000000001,-0.24473684335056947,-0.08394473726924535,0.0,0.4295146206079795,1.2030232414035327,-1.1971264276165619,0.11896737224580181,0.0,0.7000000000000001,0.4986423241711525,-0.42327290829042574,-0.2635985822461372
11375.682,1.4670447034472,1.473939914005923,2.1822111569231994,1.4670447034472,-0.010163118466055053,-0.010163118466055053,0.75,-0.15808027084577242,-0.06669011426306024,0.0,0.46019423636569234,1.155888790019877,-0.523404431140265,1.0305953116312683,0.0,0.75,0.4895755560647788,-0.3419309375350735,-0.35038187603316906
11378.895,1.46501800050878,1.4713333046983301,2.1790548319547334,1.46501800050878,-0.009308371960646537,-0.009308371960646537,0.8,-0.06707928795371135,-0.034344595432300215,0.0,0.4908738521234052,1.200351078893826,0.6292543810028985,1.0221945199374878,0.0,0.8,0.47909895437238803,-0.24388839483653027,-0.4123763559477874
11381.795,1.46391760919391,1.4689806227836026,2.1762070806919684,1.46391760919391,-0.007462572240407947,-0.007462572240407947,0.8500000000000001,0.026040611294379505,0.015992190411160817,0.0,0.521553467881118,1.334001208372624,1.3328970467664054,0.05426496716128998,0.0,0.8500000000000001,0.46724229866154454,-0.13663745211977463,-0.446817157612306
11384.826,1.46288452578994,1.4665216645478996,2.17323179982089,1.46288452578994,-0.005360919983488976,-0.005360919983488976,0.9,0.10738415177342184,0.07828304664282452,0.0,0.5522330836388308,1.5083858395496677,0.9748565297040702,-1.1510354414384,0.0,0.9,0.4540469481188919,-0.02793780868083236,-0.45318661712609404
11388.061,1.46237553334216,1.4638972073085377,2.1700575209371458,1.46237553334216,-0.002242854319719655,-0.002242854319719655,0.9500000000000001,0.1752312729844289,0.15023891267502476,0.0,0.5829126993965437,1.665105212525024,-0.24864984436164012,-1.6464351258634327,0.0,0.9500000000000001,0.43956809481842474,0.07485132136202198,-0.43314823060086366
11390.989,1.46118378124551,1.4615218098442888,2.167185594062076,1.46118378124551,-0.0004982334716316902,-0.0004982334716316902,1.0,0.22335280159426288,0.22335280159426288,0.0,0.6135923151542565,1.758502538287692,-1.4518572830317806,-0.9921903077897058,0.0,1.0,0.42387777168980284,0.16537998521793598,-0.3902842884642269
11394.251,1.46018119490258,1.4588754483250312,2.1639873104825966,1.46018119490258,0.0019245905605429301,0.0019245905605429301,1.05,0.24825874317640556,0.2873905275695865,0.0,0.6442719309119693,1.7626215613838172,-1.7216137521037211,0.3779958428640093,0.0,1.05,0.4070689129189433,0.2388001719410678,-0.32966585771948953
11397.3,1.45799640827683,1.4564018872360656,2.1609990547244102,1.45799640827683,0.0023502264500690337,0.0023502264500690337,1.1,0.25099136576169023,0.3340695078288098,0.0,0.6749515466696822,1.675822122116669,-0.8285783959580958,1.4566528847763027,0.0,1.1,0.38926088649648993,0.29209720252168897,-0.25729994565688635
