energy,mu,pre_edge,post_edge,bkg,norm,flat,k,chik,k3chik,kwin,r,chir_mag,chir_re,chir_im,rwin,q,chiq_mag,chiq_re,chiq_im
22899.878,-1.36672541145083,-1.3671439087897044,-0.9140562432623298,-1.36672541145083,0.0010085001593342438,0.0010085001593342438,0.0,0.1857819930050304,0.0,0.0,0.0,0.3990218645768447,0.3990218645768447,0.0,0.0,0.0,0.1107246602996842,0.10718307445557052,0.027780189861339843
22900.212,-1.3661109165944,-1.3672648207723048,-0.9142236292821977,-1.3661109165944,0.002780692824483658,0.002780692824483658,0.05,0.1549290188751109,1.9366127359388868e-05,0.0,0.030679615757712823,0.37773544366379436,0.329800778150529,-0.18416164674325955,0.0,0.05,0.13391137220473964,0.1244189315849961,0.04951954229397092
22900.545,-1.36689474011266,-1.3673853707429826,-0.9143904995185608,-1.36689474011266,0.0011823278737815037,0.0011823278737815037,0.1,0.12641431498970981,0.00012641431498970984,0.0,0.06135923151542565,0.3169259034542134,0.17316830001929606,-0.26543317077693296,0.0,0.1,0.15835181703170864,0.13597187016456577,0.08116001775008555
22900.879,-1.36632648143137,-1.367506282725583,-0.9145578561950742,-1.36632648143137,0.0028431000216081626,0.0028431000216081626,0.15000000000000002,0.10002202686040733,0.0003375743406538749,0.0,0.09203884727313846,0.226729102083985,0.04038311071371442,-0.22310376532208948,0.0,0.15000000000000002,0.18346166649125567,0.13803270389564992,0.12085179240294515
22901.237,-1.36698917418527,-1.3676358829943593,-0.9147372221856713,-1.36698917418527,0.001558447035203986,0.001558447035203986,0.2,0.07553629999878361,0.000604290399990269,0.0,0.1227184630308513,0.1336604963800768,0.01184940859949737,-0.13313421727118344,0.0,0.2,0.20886687972161858,0.12745843286976744,0.16546818828713897
22901.571,-1.36674538224139,-1.3677567949769616,-0.9149045484189955,-1.36674538224139,0.002437315151681095,0.002437315151681095,0.25,0.05274127991641883,0.0008240824986940442,0.0,0.15339807878856412,0.12548541931006896,0.07184240229886034,-0.1028846912390397,0.0,0.25,0.23430021588067687,0.10217079807281408,0.21084999213397196
22901.905,-1.3675086429453,-1.367877706959562,-0.915071859958644,-1.3675086429453,0.0008893751109358438,0.0008893751109358438,0.30000000000000004,0.03142111212489311,0.0008483700273721144,0.0,0.18407769454627693,0.2178741329476759,0.1231459347594733,-0.17973373795678177,0.0,0.30000000000000004,0.2595517516656409,0.061466589501001256,0.2521685352454146
22902.238,-1.36765395867899,-1.3679982569302398,-0.9152386559377845,-1.36765395867899,0.0008296942632368989,0.0008296942632368989,0.35000000000000003,0.011359942135786677,0.00048705751907185385,0.0,0.21475731030398976,0.3170316083449403,0.07009265285783502,-0.3091861263141195,0.0,0.35000000000000003,0.28444412565206095,0.006205587674618785,0.28437642535832336
22902.596,-1.36786818479389,-1.368127857199016,-0.9154179578457828,-1.36786818479389,0.0006257618331545621,0.0006257618331545621,0.4,-0.007654070496581196,-0.0004898605117811967,0.0,0.2454369260617026,0.39044719639766534,-0.09817074720808482,-0.37790411160425785,0.0,0.4,0.30881955371285535,-0.06114728244118947,0.30270534617919215
22902.93,-1.36787755434038,-1.3682487691816165,-0.9155852242925633,-1.36787755434038,0.0008945582008745784,0.0008945582008745784,0.45,-0.025741127447563968,-0.0023456602386592667,0.0,0.2761165418194154,0.4248958417105831,-0.29343533030633673,-0.30729819919901247,0.0,0.45,0.33253274259834126,-0.13663577040476402,0.30316446220800897
22903.264,-1.36873722275377,-1.368369681164217,-0.9157524760456468,-1.36873722275377,-0.0008857063526930874,-0.0008857063526930874,0.5,-0.04290719579311144,-0.00536339947413893,0.0,0.30679615757712825,0.41446463502872943,-0.3964237247024201,-0.12095108177506204,0.0,0.5,0.3554469135401948,-0.2150776903065887,0.2829913346334722
22903.598,-1.36755814407806,-1.3684905931468192,-0.915919713105076,-1.36755814407806,0.002247027512633994,0.002247027512633994,0.55,-0.05820911738058311,-0.009684541904194518,0.0,0.3374757733348411,0.35948492389547393,-0.35248685636472615,0.07058630602494798,0.0,0.55,0.3774315445268383,-0.29046288230985906,0.24101013423539622
22903.932,-1.36861975768267,-1.3686115051294214,-0.9160869354708083,-1.36861975768267,-1.9887106781748324e-05,-1.9887106781748324e-05,0.6000000000000001,-0.06970710729798743,-0.015056735176365292,0.0,0.36815538909255385,0.26740411997580954,-0.21650731480082686,0.1569380324133472,0.0,0.6000000000000001,0.39836110298109906,-0.3564515130255535,0.17785917808792284
22904.266,-1.36861484181339,-1.3687324171120219,-0.9162541431428579,-1.36861484181339,0.0002833344358242463,0.0002833344358242463,0.65,-0.07837593820114437,-0.021523992028489272,0.0,0.3988350048502667,0.15953645619190965,-0.10877951931347446,0.11670003012939861,0.0,0.65,0.4181143705269489,-0.40692989456313267,0.09606085442043714
22904.6,-1.36855729210791,-1.3688533290946223,-0.9164213361212461,-1.36855729210791,0.0007133936599719769,0.0007133936599719769,0.7000000000000001,-0.08658319915203855,-0.02969803730914923,0.0,0.4295146206079795,0.12125443359461338,-0.11619107733802944,0.03467378279591898,0.0,0.7000000000000001,0.4365741331191238,-0.4365741259534008,-7.909954844821796e-05
22904.91,-1.36846731698052,-1.3689655527910487,-0.9165765020850571,-1.36846731698052,0.0012006549328505275,0.0012006549328505275,0.75,-0.09443792883265202,-0.03984100122627507,0.0,0.46019423636569234,0.2211696312377099,-0.21890637611452282,0.031559535456525095,0.0,0.75,0.45362710271243706,-0.44136944109286463,-0.10474046393181698
22905.244,-1.36870141669706,-1.3690864647736491,-0.9167436667319109,-1.36870141669706,0.0009278937056949604,0.0009278937056949604,0.8,-0.0962007514966507,-0.04925478476628517,0.0,0.4908738521234052,0.3441597666215112,-0.30375359554857395,0.16180141579197144,0.0,0.8,0.469163988829707,-0.4190355321386603,-0.21100727764669924
22905.578,-1.36927137508319,-1.3692073767562514,-0.916910816685089,-1.36927137508319,-0.00015422397449002775,-0.00015422397449002775,0.8500000000000001,-0.09751192245522837,-0.059884509377817134,0.0,0.521553467881118,0.4440255923944066,-0.2558236860736139,0.3629228132053877,0.0,0.8500000000000001,0.48307966869961266,-0.36931521450458155,-0.31140365869135583
22905.912,-1.36949457181331,-1.3693282887388536,-0.9170779519446057,-1.36949457181331,-0.00040071104761374166,-0.00040071104761374166,0.9,-0.09752957464103958,-0.07109905991331786,0.0,0.5522330836388308,0.5027503167460252,-0.055358298155449945,0.4996932457153698,0.0,0.9,0.49527342280659864,-0.294095075579498,-0.3985020073455756
22906.246,-1.36909959411627,-1.369449200721454,-0.9172450725104184,-1.36909959411627,0.0008424864014207159,0.0008424864014207159,0.9500000000000001,-0.09496268981772268,-0.08141863618247001,0.0,0.5829126993965437,0.5105438342483292,0.19934729198455728,0.47001666339334086,0.0,0.9500000000000001,0.505649213926978,-0.19734126729510315,-0.4655508047112941
22906.556,-1.36861409630077,-1.3695614244178804,-0.9174001712649726,-1.36861409630077,0.002282883230792843,0.002282883230792843,1.0,-0.090025777146783,-0.090025777146783,0.0,0.6135923151542565,0.4643031461456484,0.36407480325109864,0.2881439729691065,0.0,1.0,0.5141159948970752,-0.0848501000805482,-0.5070657913183756
22906.89,-1.36852379506841,-1.3696823364004809,-0.9175672634992864,-1.36852379506841,0.002791867497010988,0.002791867497010988,1.05,-0.08000969754433478,-0.09262122611976055,0.0,0.6442719309119693,0.3683021888218154,0.3601492237302523,0.07706516033485461,0.0,1.05,0.5205880351181642,0.03616990681604673,-0.5193299915748266
22907.224,-1.36957974926043,-1.369803248383083,-0.9177343410399033,-1.36957974926043,0.0005385910013501114,0.0005385910013501114,1.1,-0.06947397876615279,-0.09246986573774939,0.0,0.6749515466696822,0.23780196073035664,0.23636722121716183,-0.02608273876109202,0.0,1.1,0.5249852591295047,0.15765193041706074,-0.5007548213837261
22907.558,-1.37012866037116,-1.3699241603656835,-0.9179014038868445,-1.37012866037116,-0.000492806689432214,-0.000492806689432214,1.1500000000000001,-0.05729527201105516,-0.08713894681981353,0.0,0.705631162427395,0.13265318664080245,0.1307273551653863,0.022521690376668273,0.0,1.1500000000000001,0.5272335930899039,0.2713147534067016,-0.45206588708544587
22907.892,-1.36943838954988,-1.3700450723482858,-0.9180684520401172,-1.36943838954988,0.0014619918504218117,0.0014619918504218117,1.2000000000000002,-0.042986204342918354,-0.07428016110456295,0.0,0.7363107781851077,0.21255037931160228,0.16111133982018336,0.13863909956015802,0.0,1.2000000000000002,0.5272653171208552,0.3693412412130135,-0.3762921234596687
22908.202,-1.36918060567627,-1.3701572960447121,-0.9182234835854146,-1.36918060567627,0.002353640753949467,0.002353640753949467,1.25,-0.025392815980173386,-0.04959534371127614,0.0,0.7669903939428205,0.3751605156387242,0.33130440391188026,0.17601932974223916,0.0,1.25,0.525019423512702,0.44503132385985733,-0.2785543319518704
22908.536,-1.36952769061958,-1.3702782080273126,-0.91839050340716,-1.36952769061958,0.001808606303967005,0.001808606303967005,1.3,-0.011688617605751,-0.025679892879834947,0.0,0.7976700097005334,0.5282275163340002,0.5266558063136496,0.040718186213363025,0.0,1.3,0.5204419831024494,0.4933702099746832,-0.16566741890048023
22908.87,-1.36995714504492,-1.370399120009913,-0.9185575085352369,-1.36995714504492,0.0010650768385199409,0.0010650768385199409,1.35,0.008411769167739579,0.02069610656607727,0.0,0.8283496254582462,0.6465538088620447,0.6014889967220098,-0.23715567582574845,0.0,1.35,0.5134865250882747,0.511458837857143,-0.04558803159878888
22909.204,-1.37047836801279,-1.3705200319925153,-0.9187244989696239,-1.37047836801279,0.00010040238321309627,0.00010040238321309627,1.4000000000000001,0.023239325317087448,0.06376870867008798,0.0,0.859029241215959,0.7192232685358734,0.48668391216081053,-0.5295478067627828,0.0,1.4000000000000001,0.5041144397118997,0.49876489792863227,0.07324578431748552
22909.538,-1.37057942817718,-1.3706409439751175,-0.9188914747103283,-1.37057942817718,0.00014824154482911183,0.00014824154482911183,1.4500000000000002,0.037894123547546524,0.11552497240013906,0.0,0.8897088569736719,0.7459429112208187,0.23126059611447958,-0.7091892296738338,0.0,1.4500000000000002,0.4922954195103046,0.45716822804290036,0.1826252757395357
22909.848,-1.37058725578479,-1.3707531676715439,-0.9190464390463688,-1.37058725578479,0.0003998165548119561,0.0003998165548119561,1.5,0.050932936626774526,0.17189866111536403,0.0,0.9203884727313847,0.7386573759335038,-0.051316845302458496,-0.736872648704763,0.0,1.5,0.47800796473858415,0.3907926669464996,0.2752684250224965
22910.183,-1.3710002416202,-1.3708744416660688,-0.9192138862760331,-1.3710002416202,-0.0003031543142590067,-0.0003031543142590067,1.55,0.0574859384943973,0.21407044921082377,0.0,0.9510680884890975,0.7222538947913288,-0.28030317110111863,-0.6656431632728612,0.0,1.55,0.46123999482157746,0.3056359347896958,0.34544031060117697
