,value,stderr
ss_Ga_008K,0.009790952328912268,0.0006470414219479524
r_Ga_050K,1.2986287314158518,0.00578623870066764
ss_Ga_050K,0.011347075025299788,0.0007960501209444738
r_Ga_100K,1.2984921649973862,0.005533735386354742
ss_Ga_100K,0.011276702930947003,0.000759915461824551
r_Ga_150K,1.2950972635243438,0.005678145354194604
ss_Ga_150K,0.011298810334076493,0.0008159850807631485
r_Ga_200K,1.295739409797312,0.005994895965292527
ss_Ga_200K,0.012229593612202473,0.0008355958378566901
r_Ga_300K,1.2895020921396558,0.0068962107401075575
ss_Ga_300K,0.014268708522419281,0.0009562810123444707
r_Ga_100C,1.2830053982096772,0.008824702151836323
ss_Ga_100C,0.017113171619978437,0.0012883901123399149
n_GaRu,0.0,0.0
n_GaRh,0.16521745097700014,0.041546468462570325
n_GaPd,0.47218379445060465,0.048673122805170534
n_GaIr,0.4721493558729821,0.04234446213219681
n_GaPt,0.3999929691362516,0.0494571852275859
n_GaGa,0.23118154837382932,0.09089571384261962
