mea_k,mea_chik,mea_k3chik,mea_r,mea_chir_mag,mea_chir_re,mea_chir_im,mea_q,mea_chiq_mag,mea_chiq_re,mea_chiq_im,fit_k,fit_chik,fit_k3chik,fit_r,fit_chir_mag,fit_chir_re,fit_chir_im,fit_q,fit_chiq_mag,fit_chiq_re,fit_chiq_im,win_k,win_r
0.0,-0.4429579776159581,-0.0,0.0,0.22136665737212582,0.22136665737212582,0.0,0.0,0.2347269251148747,0.2187895256273692,-0.08501689743594947,0.0,0.07367485464961163,0.0,0.0,0.14353199617153573,0.14353199617153573,0.0,0.0,0.126483815210236,0.11042609947951473,-0.06167845704844958,0.0,0.0
0.05,-0.44538413176783986,-5.5673016470979996e-05,0.030679615757712823,0.21022192588141778,0.18754656306527856,-0.09497128410047852,0.05,0.2498564044613919,0.24741219102631465,-0.034863026000808435,0.05,0.0732533296965564,9.156666212069552e-06,0.030679615757712823,0.1435674629692115,0.1391843401249552,-0.03520420269508597,0.05,0.13649942826431904,0.13150681674180603,-0.036579380351818847,0.0,0.0
0.1,-0.4460448361526517,-0.0004460448361526518,0.06135923151542565,0.1780423787185041,0.10774881807431928,-0.1417366601247909,0.1,0.26456190544909974,0.26341009898782597,0.024660120966493893,0.1,0.07283180474350119,7.283180474350122e-05,0.06135923151542565,0.14351017877039515,0.12617760613434045,-0.06836946044044828,0.1,0.14626796403354334,0.14619912868083473,-0.004486878144395005,0.0,0.0
0.15000000000000002,-0.44494322605516917,-0.0015016833879361968,0.09203884727313846,0.1288101537329356,0.0321853344042615,-0.12472433585306586,0.15000000000000002,0.278761849385455,0.2638199710473802,0.0900399441878913,0.15000000000000002,0.07211113383207057,0.0002433750766832383,0.09203884727313846,0.14303334060330922,0.10510671388991474,-0.09701090258010112,0.15000000000000002,0.1557413089701316,0.1522559707443035,0.03276392364232022,0.0,0.0
0.2,-0.4420824367601682,-0.0035366594940813463,0.1227184630308513,0.0716363825868903,0.005206642719193389,-0.07144691863005702,0.2,0.2923794574361205,0.2467406767438495,0.15685912651365666,0.2,0.07106467751857083,0.0005685174201485668,0.1227184630308513,0.14202644458293098,0.07788972944864524,-0.11876321403231396,0.2,0.1648733283663375,0.1480099993775716,0.07263783098940528,0.0,0.0
0.25,-0.4374656035524238,-0.006835400055506622,0.15339807878856412,0.047998749706191904,0.03454084664597706,-0.03332881465544121,0.25,0.30534192274101635,0.21159965882998868,0.22013467279420837,0.25,0.0696562891351776,0.00108837951773715,0.15339807878856412,0.14093130464063555,0.04752173903487462,-0.1326774922389359,0.25,0.17361947673342032,0.13258525352719633,0.11209314541182148,0.0,0.0
0.30000000000000004,-0.43109586171671194,-0.011639588266351229,0.18407769454627693,0.0987702098797831,0.08547953435531959,-0.049485387399657105,0.30000000000000004,0.31757987929145,0.1593081604650333,0.2747323965971599,0.30000000000000004,0.06784155204126671,0.001831721905114202,0.18407769454627693,0.1407681022528934,0.016495061426722815,-0.13979832459800687,0.30000000000000004,0.18193657957874135,0.10604270032619485,0.14783729129127238,0.0,0.0
0.35000000000000003,-0.4229763465378079,-0.018135110857808518,0.21475731030398976,0.1579499527411994,0.10482795721913163,-0.11814942638968265,0.35000000000000003,0.32902707460663316,0.09228485799460356,0.3158200766403472,0.35000000000000003,0.06556948809037967,0.002811291801875029,0.21475731030398976,0.14268983643077301,-0.014806909216714122,-0.14191950133821898,0.35000000000000003,0.18978272425167478,0.06944206840872262,0.17662186036701547,0.0,0.0
0.4,-0.41311019330048726,-0.02643905237123119,0.2454369260617026,0.2048129882112938,0.058948292042063116,-0.19614652432649224,0.4,0.3396201845953683,0.014339633269390464,0.3393173215476797,0.4,0.06278480922876943,0.004018227790641244,0.2454369260617026,0.1472021122897148,-0.04788961874078614,-0.13919427531122086,0.4,0.19711722185583827,0.02481007149870695,0.19554963437550277,0.0,0.0
0.45,-0.40147355615403707,-0.03658427780453663,0.2761165418194154,0.23169162370905702,-0.040470025847330296,-0.2281297558514796,0.45,0.34929872917091664,-0.06957745193881214,0.34229896345463806,0.45,0.05943078082320341,0.005415629902514411,0.2761165418194154,0.153595648739755,-0.08364884718799549,-0.1288196168132229,0.45,0.20390061637338486,-0.024985938111974144,0.2023639401032478,0.0,0.0
0.5,-0.3876369284325037,-0.04845461605406296,0.30679615757712825,0.23424081606818073,-0.14208965650002567,-0.18622376171689795,0.5,0.3580050604128483,-0.1537436714913095,0.32331177949091106,0.5,0.055452749189445955,0.006931593648680744,0.30679615757712825,0.16009260882506723,-0.11943974227416161,-0.1066010852003761,0.5,0.21009472562257045,-0.07645052803282888,0.19569136541484095,0.0,0.0
0.55,-0.37100930805685367,-0.06172667362795905,0.3374757733348411,0.210975869429891,-0.1898701873976668,-0.09197896182972119,0.55,0.36568440391240903,-0.2321174760328382,0.28257133716093474,0.55,0.05080235395820853,0.008452241639796946,0.3374757733348411,0.16458237462057992,-0.14857356106093,-0.07080434301243826,0.55,0.21566270388903022,-0.12574181517714103,0.17521243610167983,0.0,0.0
0.6000000000000001,-0.35322031278339694,-0.07629558756121378,0.36815538909255385,0.16370275528064288,-0.1636677086866981,-0.0033872141532792256,0.6000000000000001,0.37228493999416773,-0.2988392294383327,0.22201619647035808,0.6000000000000001,0.04544239583690406,0.009815557500771283,0.36815538909255385,0.1654617434555193,-0.1635194913183142,-0.025277747256032344,0.6000000000000001,0.22056911937167142,-0.16899766650380255,0.14174104958220177,0.0,0.0
