,value,stderr
ss_Ir_100C,0.0052675847774480205,0.0004427028774251812
n_IrRu,0.4051552438999291,0.051287865680566244
n_IrRh,0.1626333899244623,0.03925287640221093
n_IrPd,2.53438804684869e-05,0.037657115087071195
n_IrIr,0.9475789882593826,0.1114162103906575
n_IrPt,5.869517806678104e-06,0.0945088434789578
n_IrSn,7.628824193584016e-05,0.026586358036398437
x_Pt,0.1432,0.0
amp_Pt,0.861,0.0
enot_Pt,8.679735814753123,0.5167352686344165
r_Pt_008K,1.3806960751915802,0.002960998393175195
ss_Pt_008K,0.001239688683686941,0.00024670776250194904
r_Pt_050K,1.3776955340705066,0.0027661667231537205
ss_Pt_050K,0.0012988332647158886,0.0002391200639795135
r_Pt_100K,1.377793390375197,0.003118386441536252
ss_Pt_100K,0.0015767605493423715,0.00026043942273505714
r_Pt_150K,1.3782875930324532,0.003077166614197102
ss_Pt_150K,0.0016590624826902684,0.00026001969681096234
r_Pt_200K,1.3806992976597037,0.0033155107652267377
ss_Pt_200K,0.002001510807304421,0.0002786462985460701
r_Pt_300K,1.380424248810038,0.00380114182219621
ss_Pt_300K,0.0024625903868975923,0.0003387025611369333
r_Pt_100C,1.3775096652189682,0.004259829217776188
ss_Pt_100C,0.0032135409740832806,0.00039981907496838316
n_PtRu,0.06765398133152445,0.04476751399841272
n_PtRh,0.2888754955480204,0.030579408927592578
n_PtPd,0.3430829139340825,0.035421630570755536
n_PtIr,5.869517806678104e-06,0.0945088432537151
n_PtPt,0.2822245470567122,0.060899513252845594
n_PtSn,0.3111535972042676,0.05067801154920425
x_Sn,0.1739,0.0
amp_Sn,0.97,0.0
enot_Sn,12.123962974932796,1.1037620656782077
r_Sn_008K,1.4392974819423963,0.00438320098097907
ss_Sn_008K,0.0022707281627418327,0.0005830810607688216
r_Sn_050K,1.4421608946384703,0.00421567440750506
ss_Sn_050K,0.002172513482780803,0.0005578824973214324
r_Sn_100K,1.4427020594350424,0.004304025948132755
ss_Sn_100K,0.002445497074760891,0.0005811385696754741
r_Sn_150K,1.442582648871424,0.005071138562727247
ss_Sn_150K,0.0030226955507144594,0.000637888680321923
r_Sn_200K,1.4386662081442902,0.0051971573691623274
ss_Sn_200K,0.0033270423337683095,0.0006659732641488661
r_Sn_300K,1.4354093531877394,0.008139535154236129
ss_Sn_300K,0.005063448438525607,0.0009177425271534135
r_Sn_100C,1.4414693279722715,0.011358016585446815
ss_Sn_100C,0.007139795029941356,0.0013260758173278533
n_SnRu,0.22316988001872318,0.030087863148168654
n_SnRh,0.3496386861441094,0.03840030414419354
n_SnPd,0.037783432106499815,0.026946477728507973
n_SnIr,7.628824193584016e-05,0.026586358013880193
n_SnPt,0.3111535972042676,0.05067801169993872
n_SnSn,0.19590898182805327,0.0526640635000929
