,value,stderr
ss_Ir_300K,0.004567013915792413,0.00040528397347936254
r_Ir_100C,1.3367426380276697,0.005065098111635189
ss_Ir_100C,0.0052675847774480205,0.00044534533858609323
n_IrRu,0.4051552438999291,0.06295421354489555
n_IrRh,0.1626333899244623,0.05183533786682145
n_IrPd,2.53438804684869e-05,0.030511931846135824
n_IrIr,0.9475789882593826,0.11200010310221123
n_IrPt,5.869517806678104e-06,0.06443657533885451
n_IrSn,7.628824193584016e-05,0.03440229690305194
x_Pt,0.1432,0.0
amp_Pt,0.861,0.0
enot_Pt,8.679735814753123,0.5232723670307297
r_Pt_008K,1.3806960751915802,0.0030343602333513
ss_Pt_008K,0.001239688683686941,0.00024805136389805297
r_Pt_050K,1.3776955340705066,0.0028283711778311913
ss_Pt_050K,0.0012988332647158886,0.0002400188363934296
r_Pt_100K,1.377793390375197,0.0031678690159836534
ss_Pt_100K,0.0015767605493423715,0.00026153656787419513
r_Pt_150K,1.3782875930324532,0.003100586511353452
ss_Pt_150K,0.0016590624826902684,0.0002642066839720804
r_Pt_200K,1.3806992976597037,0.0033614733930955455
ss_Pt_200K,0.002001510807304421,0.00028052996116081767
r_Pt_300K,1.380424248810038,0.0038284576963044316
ss_Pt_300K,0.0024625903868975923,0.00034033469061136386
r_Pt_100C,1.3775096652189682,0.004287533352585101
ss_Pt_100C,0.0032135409740832806,0.00040190207348909674
n_PtRu,0.06765398133152445,0.04919417331139629
n_PtRh,0.2888754955480204,0.037565023606564704
n_PtPd,0.3430829139340825,0.036007625101552754
n_PtIr,5.869517806678104e-06,0.06443657518528294
n_PtPt,0.2822245470567122,0.06183614756702043
n_PtSn,0.3111535972042676,0.0516955417820144
x_Sn,0.1739,0.0
amp_Sn,0.97,0.0
enot_Sn,12.123962974932796,1.1196236267284114
r_Sn_008K,1.4392974819423963,0.004557400510944307
ss_Sn_008K,0.0022707281627418327,0.0005890346863014114
r_Sn_050K,1.4421608946384703,0.0043332934015692295
ss_Sn_050K,0.002172513482780803,0.0005628811158661268
r_Sn_100K,1.4427020594350424,0.004487028405129304
ss_Sn_100K,0.002445497074760891,0.0005868776318769722
r_Sn_150K,1.442582648871424,0.00521010620417101
ss_Sn_150K,0.0030226955507144594,0.0006431015451536032
r_Sn_200K,1.4386662081442902,0.005345919371073384
ss_Sn_200K,0.0033270423337683095,0.0006722956399496024
r_Sn_300K,1.4354093531877394,0.008264520331758434
ss_Sn_300K,0.005063448438525607,0.0009232160906358706
r_Sn_100C,1.4414693279722715,0.011466708529800147
ss_Sn_100C,0.007139795029941356,0.0013306065714295732
n_SnRu,0.22316988001872318,0.030674720664096367
n_SnRh,0.3496386861441094,0.0428920148758175
n_SnPd,0.037783432106499815,0.028892088142970822
n_SnIr,7.628824193584016e-05,0.0344022968739137
n_SnPt,0.3111535972042676,0.05169554193577538
n_SnSn,0.19590898182805327,0.053351000070352414
