mea_k,mea_chik,mea_k3chik,mea_r,mea_chir_mag,mea_chir_re,mea_chir_im,mea_q,mea_chiq_mag,mea_chiq_re,mea_chiq_im,fit_k,fit_chik,fit_k3chik,fit_r,fit_chir_mag,fit_chir_re,fit_chir_im,fit_q,fit_chiq_mag,fit_chiq_re,fit_chiq_im,win_k,win_r
0.0,0.14030883695417187,0.0,0.0,0.5289348970092713,0.5289348970092713,0.0,0.0,0.11630594327559086,0.11492615674790801,-0.017861996987465757,0.0,-0.17748799437266366,-0.0,0.0,0.23738511230101803,0.23738511230101803,0.0,0.0,0.08601813548177005,0.08598507452706519,0.002384657278350979,0.0,0.0
0.05,0.11277341268731494,1.4096676585914371e-05,0.030679615757712823,0.502718608469634,0.39863352199794133,-0.30629612214515867,0.05,0.13666190678847723,0.13639005009308608,0.008615741562274829,0.05,-0.176927748615109,-2.211596857688863e-05,0.030679615757712823,0.2314241769116304,0.2154218485315711,-0.08456108345135155,0.05,0.10761737893375638,0.10611132740018896,0.017941194105789544,0.0,0.0
0.1,0.08637508313536828,8.63750831353683e-05,0.06135923151542565,0.42692831519320273,0.10382337119804436,-0.414111692550186,0.1,0.15694611617570828,0.15053892700392393,0.04438597570343787,0.1,-0.17636750285755434,-0.00017636750285755437,0.06135923151542565,0.21548927825044828,0.16205658242008603,-0.1420327185377404,0.1,0.1300222958065337,0.12251706844745792,0.04353579384647376,0.0,0.0
0.15000000000000002,0.06127412392786061,0.00020680016825652965,0.09203884727313846,0.3104791092809696,-0.14127473502970617,-0.2764755442027207,0.15000000000000002,0.1770531060631475,0.15412665845561638,0.08713653378413634,0.15000000000000002,-0.1753970731176116,-0.0005919651217719395,0.09203884727313846,0.19556507594854095,0.10448667529200695,-0.1653125331521518,0.15000000000000002,0.15282157621271653,0.13144265481580797,0.07795679990296855,0.0,0.0
0.2,0.03763081069432063,0.0003010464855545651,0.1227184630308513,0.1725925940584439,-0.16949479880360863,-0.03255329019234525,0.2,0.19688479804918083,0.14468728334524877,0.13352607887988927,0.2,-0.1739595723050862,-0.00139167657844069,0.1227184630308513,0.18129394190968356,0.06235110260960999,-0.17023464211645528,0.2,0.17575764483485806,0.12958813358864013,0.11873358981732537,0.0,0.0
0.25,0.015605419064276985,0.0002438346728793279,0.15339807878856412,0.10221464117335342,0.010313273924265518,0.10169301476089919,0.25,0.21634692829340094,0.12084272733681661,0.1794520232033893,0.25,-0.17196673823887612,-0.0026869802849824394,0.15339807878856412,0.18201505352262262,0.032745297525418694,-0.17904531604824234,0.25,0.19864232816699845,0.11451010690615654,0.1623151562730545,0.0,0.0
0.30000000000000004,-0.0046417753327416406,-0.00012532793398402434,0.18407769454627693,0.22055216971659158,0.2205322106070682,0.0029670947837789363,0.30000000000000004,0.235347435670556,0.08251902238023985,0.22040650267656797,0.30000000000000004,-0.16924710688595504,-0.004569671885920788,0.18407769454627693,0.19880233863933763,-0.004560225462861394,-0.19875002941433176,0.30000000000000004,0.22132172103983394,0.08495086390225925,0.20436891868944723,0.0,0.0
0.35000000000000003,-0.023066824850744055,-0.0009889901154756515,0.21475731030398976,0.3637697428482108,0.25375206248461524,-0.2606497968475274,0.35000000000000003,0.25379574527608256,0.03104680715071981,0.25188961091317,0.35000000000000003,-0.16770248459054438,-0.007190244026819592,0.21475731030398976,0.22329084183424103,-0.06610761202196239,-0.21328052813090495,0.35000000000000003,0.2436601810474727,0.04106446096312423,0.24017492349097402,0.0,0.0
0.4,-0.040257036867409675,-0.0025764503595142197,0.2454369260617026,0.4806411662209915,0.037126630531857725,-0.4792051168045117,0.4,0.27160249570519324,-0.030867918838017178,0.2698427083689665,0.4,-0.16964735393101896,-0.010857430651585216,0.2454369260617026,0.24511258718099482,-0.14618931268702776,-0.19674568673964674,0.4,0.2655325035798059,-0.015486742252788796,0.2650804996067333,0.0,0.0
0.45,-0.05695635194303605,-0.00519014757080916,0.2761165418194154,0.5540366210836933,-0.3051952133773568,-0.46239859345956674,0.45,0.28867950128776265,-0.09930502701383298,0.2710615540306911,0.45,-0.1715806349769045,-0.015635285362270424,0.2761165418194154,0.25680166743037847,-0.2173240638626891,-0.1368113579394216,0.45,0.2868199026947003,-0.08157995469607816,0.27497339430130907,0.0,0.0
